NewsID	NewsTypeID	Title	SubTitle	Summary	Article	DateArticle	DateRelease	DateArchive	Active	Tags	URL
333	0	The Voice "Vocal Kombat" Super Bowl Commercial			<p>   Looks like you won&#39;t have to wait until the big game to see their new Super Bowl commercial. Watch as CeeLo, Adam, Blake and Christina battle it out to find &quot;The Voice&quot;.</p>  <p>   <object height="315" width="560"><param name="movie" value="http://www.youtube.com/v/0OjVPRGD8ow?version=3&amp;hl=en_US" /><param name="allowFullScreen" value="true" /><param name="allowscriptaccess" value="always" /><embed allowfullscreen="true" allowscriptaccess="always" height="315" src="http://www.youtube.com/v/0OjVPRGD8ow?version=3&amp;hl=en_US" type="application/x-shockwave-flash" width="560"></embed></object></p>  <p>   &quot;The Voice&quot; premieres TONIGHT after the Super Bowl on NBC!</p>  	2012-02-05 21:07:00.000	2012-02-05 21:05:00.000	2022-02-05 00:00:00.000	1	the voice,christina aguilgera,blake shelton,nbc,super bowl,carson daly,adam levine,ceelo green,cee lo green,cee lo,commercial,betty white,	http://www.ceelogreen.com/news,view_333.htm
334	0	CeeLo Performs With Madonna At The Super Bowl...Touchdown!			<p>   <a href="http://api.ning.com:80/files/PHOUgYb622ZESEK6hxeu67OfdCnrauaEfBdwzmbZgr65vfY5RtzOTTsYfIdhjcOGFGQy0*mLZWNuZCEAqbzFmeilU1fI6r4b/CeeLoGreenBridgestoneSuperBowlXLVIHalftimeDSfmd9tW6GVl.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/PHOUgYb622ZESEK6hxeu67OfdCnrauaEfBdwzmbZgr65vfY5RtzOTTsYfIdhjcOGFGQy0*mLZWNuZCEAqbzFmeilU1fI6r4b/CeeLoGreenBridgestoneSuperBowlXLVIHalftimeDSfmd9tW6GVl.jpg" style="width: 491px; height: 327px;" /></a></p>  <p>   Last night all eyes were on the Super Bowl, as the New York Giants and The New England Patriots came head to head on the field in Indianapolis. But of course the biggest part of the game was halftime and Madonna surely did not disappoint with a performance that included surprise guests LMFAO, Nicki Minaj, M.I.A. and CeeLo who closed the show with the pop legend.</p>  <p>   In case you missed the Super Bowl, watch as CeeLo and Madonna perform her classic hit &quot;Like A Prayer&quot; (fast forward to the 9:00 mark).</p>  <p>   <object height="315" width="560"><param name="movie" value="http://www.youtube.com/v/eyGK2X-vwgs?version=3&amp;hl=en_US" /><param name="allowFullScreen" value="true" /><param name="allowscriptaccess" value="always" /><embed allowfullscreen="true" allowscriptaccess="always" height="315" src="http://www.youtube.com/v/eyGK2X-vwgs?version=3&amp;hl=en_US" type="application/x-shockwave-flash" width="560"></embed></object></p>  	2012-02-06 22:44:00.000	2012-02-06 22:06:00.000	2022-02-06 00:00:00.000	1	ceelo green,madonna,superbowl ,nbc,the giants,the patriots,nfl,cee lo green,like  a prayer,nicki minaj,m.i.a	http://www.ceelogreen.com/news,view_334.htm
335	0	CeeLo's Q&A Session With Esquire Magazine			<p>   <a href="http://api.ning.com:80/files/F1qR*LY*k7tmKSxqPojtO8KMHYwDJ*RA9Se39xftG2ia6iLEk8nnMEVuQUWiFl9a3*HnWxh4wg8xPyuzT4gHETCoFw1G4Pmv/esqceelogreen020512lg.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/F1qR*LY*k7tmKSxqPojtO8KMHYwDJ*RA9Se39xftG2ia6iLEk8nnMEVuQUWiFl9a3*HnWxh4wg8xPyuzT4gHETCoFw1G4Pmv/esqceelogreen020512lg.jpg" width="460" /></a></p>  <p>   CeeLo has had a very busy week, from performing with Madonna at the Super Bowl to peforming his judge duties on The Voice. However, he managed to sit down with <em>Esquire</em> magazine for a Q&amp;A session where he discussed Twitter, The Voice and much more. Check it out <a href="http://bit.ly/Am5x40">HERE</a>.</p>  	2012-02-07 22:59:00.000	2012-02-07 22:07:00.000	2022-02-07 00:00:00.000	1	ceelo green,the grammys,muppets,twitter,ceelo,cee lo green,esquire magazine,the voice,	http://www.ceelogreen.com/news,view_335.htm
336	0	CeeLo Wins Big At The Grammys!			<p>   <a href="http://api.ning.com:80/files/kwpnjWZCnYZrxYIn6isTZeWKTYPs7pN0ZSBUJ0CODGEPLC4Mj74ZJtVPVOfwbixRns-I*JRKQcjLOX0NNnnmU7jPn6A6ehgL/grammy_award.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/kwpnjWZCnYZrxYIn6isTZeWKTYPs7pN0ZSBUJ0CODGEPLC4Mj74ZJtVPVOfwbixRns-I*JRKQcjLOX0NNnnmU7jPn6A6ehgL/grammy_award.jpg?width=750" style="width: 469px; height: 509px;" /></a></p>  <p>   Congratulations to CeeLo and Melanie Fiona on snagging 2 Grammy Awards for their collaborative hit &quot;Fool For You&quot; in the categories &quot;R&amp;B Song&quot; and &quot;Best R&amp;B Performance!</p>  	2012-02-14 16:11:00.000	2012-02-14 16:14:00.000	2022-02-14 00:00:00.000	1	ceelo green,fool for you,the grammys,grammys,melanie fiona,the lady killer,awards,cbs,	http://www.ceelogreen.com/news,view_336.htm
337	0	CeeLo Chats With PARADE Magazine			<p>   <a href="http://api.ning.com:80/files/OARW3Refn0jq1Nlgi9lJKou0mNm0ExFTIKUqRt7yAWhj0Kf8-zVBZPsUn0rLmW87D0O9G*KH98ySmn4CA4mi6nhwU0r2kf9I/Allstate_BCS_National_Championship_CPA102_WEB3609011024x680.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/OARW3Refn0jq1Nlgi9lJKou0mNm0ExFTIKUqRt7yAWhj0Kf8-zVBZPsUn0rLmW87D0O9G*KH98ySmn4CA4mi6nhwU0r2kf9I/Allstate_BCS_National_Championship_CPA102_WEB3609011024x680.jpg?width=750" style="width: 553px; height: 368px;" /></a></p>  <p>   CeeLo recently chopped it up with <em>PARADE </em>magazine--where he revealed who he believes is his biggest competition on The Voice, his fashion influences and his Twitter philosophy. Check out an excerpt from CeeLo&#39;s interview below:</p>  <p>   <em><strong>Who are your fashion influences?</strong><br />   I&rsquo;m inspired by Kiss, Alice Cooper, Sly Stone, and Elton John&mdash;people who have great showmanship. I just like to shake things up and breathe some fresh air back into music. </em></p>  <p>   Read the rest of the interview <a href="http://www.parade.com/celebrity/personality-parade/2012/02/12/cee-lo-green.html">HERE</a>.</p>  	2012-02-15 15:57:00.000	2012-02-15 15:15:00.000	2022-02-15 00:00:00.000	1	ceelo,parade magazine,the voice,twitter,interview,ceelo green,cee lo green	http://www.ceelogreen.com/news,view_337.htm
338	0	CeeLo Stops By The Tonight Show with Jay Leno			<p>   CeeLo stopped by <em>The Tonight Show with Jay Leno</em> and discussed his surprise Super Bowl performance with Madonna, his fabulous stage moments, fashion inspiration and of course the hit show The Voice!</p>  <p>   <object align="middle" classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" height="347" id="nbcwidget" width="512"><param name="allowScriptAccess" value="always" /><param name="allowFullScreen" value="true" /><param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&amp;widID=4727a250e66f9723&amp;configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTM4NDU1Mg==/%3FpageURL%3Dunknown%26referrerURL%3Dunknown" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed align="middle" allowfullscreen="true" allowscriptaccess="always" bgcolor="#000000" height="347" quality="high" src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&amp;widID=4727a250e66f9723&amp;configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTM4NDU1Mg==/%3FpageURL%3Dunknown%26referrerURL%3Dunknown" type="application/x-shockwave-flash" width="512"></embed></object></p>  <p>   <object align="middle" classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" height="347" id="nbcwidget" width="512"><param name="allowScriptAccess" value="always" /><param name="allowFullScreen" value="true" /><param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&amp;widID=4727a250e66f9723&amp;configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTM4NDU2NA==/%3FpageURL%3Dunknown%26referrerURL%3Dunknown" /><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed align="middle" allowfullscreen="true" allowscriptaccess="always" bgcolor="#000000" height="347" quality="high" src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&amp;widID=4727a250e66f9723&amp;configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTM4NDU2NA==/%3FpageURL%3Dunknown%26referrerURL%3Dunknown" type="application/x-shockwave-flash" width="512"></embed></object></p>  	2012-02-15 21:56:00.000	2012-02-15 21:15:00.000	2022-02-15 00:00:00.000	1	ceelo,Jay Leno,nbc,madonna,superbowl,ceelo green,cee lo,the voice	http://www.ceelogreen.com/news,view_338.htm
339	0	CeeLo Talks Music With The Wall Street Journal			<p>   <a href="http://api.ning.com:80/files/*4tKBBKl2VgoCN7LLZbbzR2jxBmH8VqNtk1nyTBivRX0SPBKG6JhVJw5nyN6HCOjz*B6sqZU*rL6q-AsHa8D0BHLbd6EJ95A/432323_327534540617173_129330203770942_833643_1805413296_n.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/*4tKBBKl2VgoCN7LLZbbzR2jxBmH8VqNtk1nyTBivRX0SPBKG6JhVJw5nyN6HCOjz*B6sqZU*rL6q-AsHa8D0BHLbd6EJ95A/432323_327534540617173_129330203770942_833643_1805413296_n.jpg" width="633" /></a></p>  <p>   CeeLo sat down with <em>The Wall Street Journal&#39;s</em> Lee Hawkins for an interesting discussion about his start in Hip-Hop, the state of the music industry, current projects and how much he&#39;s evolved musically. Watch the exclusive interview below:</p>  <p>   <object height="315" width="560"><param name="movie" value="http://www.youtube.com/v/YpVfe9uPGoo?version=3&amp;hl=en_US" /><param name="allowFullScreen" value="true" /><param name="allowscriptaccess" value="always" /><embed allowfullscreen="true" allowscriptaccess="always" height="315" src="http://www.youtube.com/v/YpVfe9uPGoo?version=3&amp;hl=en_US" type="application/x-shockwave-flash" width="560"></embed></object></p>  	2012-02-16 20:38:00.000	2012-02-16 20:16:00.000	2022-02-16 00:00:00.000	1	ceelo,ceelo green,cee lo,cee lo green,the voice,hip hop,goodie mob,the wall street journal,music,nbc	http://www.ceelogreen.com/news,view_339.htm
340	0	CeeLo Announces New Solo & Goodie Mob Albums			<p>   <a href="http://api.ning.com:80/files/*Zfi155fTq7BMipjFY6fqQUiaEHzteEsx*fLs1MVyCrDAqJxMqXOcux7kly*Uj-czMkAVBnC4cAPSHKUs6l4rub7lCyTMDoI/913e0fc28cb03432_120229ceelogreenwearsapattilabellewigwhileperformingatributetot.preview.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/*Zfi155fTq7BMipjFY6fqQUiaEHzteEsx*fLs1MVyCrDAqJxMqXOcux7kly*Uj-czMkAVBnC4cAPSHKUs6l4rub7lCyTMDoI/913e0fc28cb03432_120229ceelogreenwearsapattilabellewigwhileperformingatributetot.preview.jpg" width="550" /></a></p>  <p>   Earlier this week, CeeLo announced on <a href="http://twitter.com/ceelogreen">Twitter</a> what everyone&#39;s been asking about--another Goodie Mob album! Fans can look forward to Goodie Mob&#39;s new album <em>Age Against The Machine</em>.</p>  <p>   As if news about a new Goodie Mob album isn&#39;t already a reason to jump for joy, CeeLo also announced that he has a new album on the way as well titled, <em>Ceelo Green Is...Everybody&#39;s Brother</em>.&nbsp;</p>  <p>   Both albums will be released later this year. Read more <a href="http://www.hollywoodreporter.com/earshot/cee-lo-green-new-albums-goodie-mob-the-voice-nbc-291566">HERE</a>.</p>  	2012-02-17 20:24:00.000	2012-02-17 20:17:00.000	2022-02-17 00:00:00.000	1	ceelo,ceelo green,cee lo,cee lo green,the voice,hip hop,goodie mob,hollywood reporter, music,nbc	http://www.ceelogreen.com/news,view_340.htm
341	0	CeeLo Wins NAACP Image Award For "Outstanding Male Artist"			<p>   <a href="http://api.ning.com:80/files/fQTR*ZSF-IVEZEhAMseO-CTTEcXaXA8tnaaSVj2MJeIBuJwzQhpKn36LwweVjQpxc1k2XmkfVV6kxTkgRt-yOh0od21QMJrv/images.jpeg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/fQTR*ZSF-IVEZEhAMseO-CTTEcXaXA8tnaaSVj2MJeIBuJwzQhpKn36LwweVjQpxc1k2XmkfVV6kxTkgRt-yOh0od21QMJrv/images.jpeg" style="width: 520px; height: 315px;" /></a></p>  <p>   Congratulations to CeeLo on winning &quot;Outstanding Male Artist&quot; at this year&#39;s NAACP Image Awards.</p>  	2012-02-23 15:23:00.000	2012-02-23 15:23:00.000	2022-02-23 00:00:00.000	1	CeeLo,NAACP Award,ceelo green,cee lo,naacp	http://www.ceelogreen.com/news,view_341.htm
342	0	CeeLo Celebrates Muhammad Ali's 70th Birthday!			<p>   <a href="http://api.ning.com:80/files/TgZCBff3oZG2Ju7SpT7svhvZwscWLGIEvP*QI1bLdNn7OA4PLPmjt742j835cLCRPTBD3B-CpZh-Uarfha2Mv6L9UEHwR9PX/426703_331049573599003_129330203770942_840637_1121535621_n.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/TgZCBff3oZG2Ju7SpT7svhvZwscWLGIEvP*QI1bLdNn7OA4PLPmjt742j835cLCRPTBD3B-CpZh-Uarfha2Mv6L9UEHwR9PX/426703_331049573599003_129330203770942_840637_1121535621_n.jpg" width="594" /></a></p>  <p>   CeeLo celebrated &quot;the greatest of all time&quot;, Muhammad Ali&#39;s 70th birthday this past weekend (February 18th) in Vegas style! CeeLo performed with showgirls from the Jubilee! production at the Keep Memory Alive foundation&#39;s &quot;Power of Love Gala&quot; celebrating Muhammad Ali&#39;s 70th birthday at MGM Grand Garden Arena in Las Vegas. The event benefited the Cleveland Clinic Lou Ruvo Center for Brain Health and the Muhammad Ali Center.&nbsp;</p>  <p>  </p>     View more images from the event <a href="http://www.facebook.com/media/set/?set=a.331048550265772.66713.129330203770942&amp;type=1">HERE</a>.</p>  	2012-02-24 01:48:00.000	2012-02-24 01:24:00.000	2022-02-24 00:00:00.000	1	ceelo,muhammad ali,las vegas,keep memory alive,lou ruvo center,muhammad ali center,cee lo green,ceelo green	http://www.ceelogreen.com/news,view_342.htm
343	0	CeeLo Inks Book Deal			<p>   <a href="http://api.ning.com:80/files/eUXHp3IYudpbMzuy*cGneTAJzkDX0vX2Y-uHpW5aFuWcYMWw5rqdvdeVB1vNLQ9iGW7DU9IDQHksxa3fb7mMhYzjFRCfMHbO/image001.png" target="_self"><img class="align-full" src="http://api.ning.com:80/files/eUXHp3IYudpbMzuy*cGneTAJzkDX0vX2Y-uHpW5aFuWcYMWw5rqdvdeVB1vNLQ9iGW7DU9IDQHksxa3fb7mMhYzjFRCfMHbO/image001.png" style="width: 334px; height: 498px;" /></a> </p>  <p>   CeeLo&#39;s adding author to his growing resume! The Voice judge and singer has inked a book deal with Grand Central Publishing, a divison of Hachette Book Group. The book, yet to be titled is scheduled to be published in 2013.</p>  <p>   <em>&quot;FORGET YOU? After reading my book, there will be no doubt that I am meant to be. You will enter into the supernatural, the surreal, and extraordinary. As CeeLo Green, a.k.a. &#39;everybody&#39;s brother,&#39; I will make you a believer. I talk about art imitating life; YOU discover CRAZY,&quot; says CeeLo.</em></p>  <p>   In the book, CeeLo will tell his personal and candid story of how he found his voice as an artist and a showman and got to this amazing moment in his life and his career. The book will also feature insights from his &quot;brother from another mother&quot; and Goodie Mob partner Big Gipp, as well offer hope, inspiration and advice on how an underdog can find success. CeeLo is working on the book with David Wild, contributing editor for <em>Rolling Stone</em> magazine and Emmy-nominated television writer.</p>  	2012-03-02 19:58:00.000	2012-03-02 19:02:00.000	2022-03-02 00:00:00.000	1	ceelo green,book deal,cee lo green,the voice,big gipp,goodie mob,grand central publishing,hachette book group,rolling stone magazine,the voice,david wild	http://www.ceelogreen.com/news,view_343.htm
344	0	Viva Las Vegas! CeeLo Announces Residency At Planet Hollywood Resort & Casino			<p>   <a href="http://api.ning.com:80/files/rttHA5TiJksBAFCsQtGtDkmXO8HEnmd00XsFKFZ-RwXf2eULFkFUUEpN9X4Jv9ubGtveGsXegKeE5FjpwrdKv7z2j9u06chG/425202_336188453085115_129330203770942_853283_1832360321_n.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/rttHA5TiJksBAFCsQtGtDkmXO8HEnmd00XsFKFZ-RwXf2eULFkFUUEpN9X4Jv9ubGtveGsXegKeE5FjpwrdKv7z2j9u06chG/425202_336188453085115_129330203770942_853283_1832360321_n.jpg" width="594" /></a></p>  <p>   Viva Las Vegas! Last night, CeeLo performed at Planet Hollywood Resort &amp; Casino&#39;s &quot;Escape To Total Rewards&quot; in Los Angeles, CA and announced that he will be the resort&#39;s newest resident headliner with his new show &quot;CeeLo Green Presents LOBERACE&quot;, the first of 28 shows premieres Wednesday, August 29th.</p>  <p>   <em>Planet Hollywood was established by fellow artists, actors, entertainers, my peers; and they&rsquo;ve proven to know a thing or two about the art of being an entrepreneur. I am very fortunate to have Planet Hollywood as a partner, allowing me to further extend and embellish on the brand that is CeeLo Green,&rdquo; states CeeLo.&nbsp;&nbsp;&nbsp;</em></p>  <p>   <a href="http://api.ning.com:80/files/gk73nlcckStgi*Ey3yCfFi4-LMmYnGdCNQOs3pAq4CW5N4RPHpSHeYP4O25x1T09l3MoM8n4o7X-kUwT7uUFxp5MaBUU4*Nl/424050_336188343085126_129330203770942_853280_929777683_n.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/gk73nlcckStgi*Ey3yCfFi4-LMmYnGdCNQOs3pAq4CW5N4RPHpSHeYP4O25x1T09l3MoM8n4o7X-kUwT7uUFxp5MaBUU4*Nl/424050_336188343085126_129330203770942_853280_929777683_n.jpg" width="594" /></a> </p>  <p>   This truly unique, new show designed exclusively for Planet Hollywood will be an electrifying journey into the world of CeeLo&rsquo;s brainchild, &ldquo;LOBERACE.&rdquo; After a big year of huge performances and success, this show and overall concept was a vision that CeeLo&rsquo;s manager Michael &ldquo;Blue&rdquo; Williams had and has continued to develop over the last year. More of a spectacle than a show, CeeLo, the conductor/ringmaster &ldquo;LOBERACE,&rdquo; will take you on a ride through the colorful decades of music, stopping at legendary moments in time, from Prince to Blue Magic to The Rolling Stones, new wave to disco and beyond. Visually, the production will combine CeeLo&rsquo;s flamboyant sense of style &amp; over-the-top creativity, magnified and intensified, with his soulful voice covering some of his favorite music, as well as original songs. Part dance party, part live intimate concert, this energetic, exotic show will be as inspired and visually alive as CeeLo Green. There will be mind-twisting magic and sexified showgirls, and the larger-than-life wardrobe and impressive stage design will out-glam and out-clever anything you&rsquo;ve seen from this Muppet-ized, sequin-styled international Lady Killer to date.</p>  <p>   Guests experiencing &ldquo;CeeLo Green Presents LOBERACE&rdquo; will be transported inside the incredibly creative, eclectic mind of CeeLo Green and into the supernatural, surreal and the extra-ordinary. The show will be produced by manager Michael &ldquo;Blue&rdquo; Williams in conjunction with Primary Wave Talent Management.&nbsp;&nbsp;</p>  <p>   Shows will be held after performances of PEEPSHOW on Thursdays and Fridays at 11 PM and Saturdays at 12 midnight with additional shows at 11 PM on Wednesdays.</p>  <p>   See dates for &quot;CeeLo Green Presents LOBERACE&quot; below:</p>  <p>   Aug. 29, 30, and 31</p>  <p>   Sept. 1, 5, 6, 7, 8, 12, 13, 14, 15, 19, 20, 21, 22, 26, 27, 28, and 29</p>  <p>   Nov. 30</p>  <p>   Dec. 1, 7, 8, 14, 15, 28 and 29</p>  <p>   <br />   See more images from the show <a href="http://on.fb.me/xPGW70">HERE</a>.</p>  <p class="MsoNormal" style="text-align: justify;">   <span style="font-family: &quot;Times New Roman&quot;,&quot;serif&quot;;">&nbsp;<br />   </span></p>  	2012-03-02 20:19:00.000	2012-03-02 20:02:00.000	2022-03-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_344.htm
345	0	Meet JET Magazine's  "Beauty of the Week"!			<p>   <a href="http://api.ning.com:80/files/SdJT7*1uugdqsYI8pMxNqILkp31Wu07p6XM2TxAWqb2rjw0FkCXfunHCsmiIMNzatgZK5luGX9QSV2vzufnooSUKiPjXlAwP/Screenshot20120309at11.24.46AMe1331321133294.png" target="_self"><img class="align-full" src="http://api.ning.com:80/files/SdJT7*1uugdqsYI8pMxNqILkp31Wu07p6XM2TxAWqb2rjw0FkCXfunHCsmiIMNzatgZK5luGX9QSV2vzufnooSUKiPjXlAwP/Screenshot20120309at11.24.46AMe1331321133294.png" width="450" /></a></p>  <p>   Check out CeeLo on the cover of<em> JET</em> magazine&#39;s latest issue. The publication also made CeeLo&#39;s dream of being featured as &quot;Beauty of the Week&quot; a reality.</p>  <p>   <a href="http://api.ning.com:80/files/rttHA5TiJkv*iRc79c1Cp9a8rtV6x0UJyOdpzi1x0QKB1qXCOjRCjNC4TS3Js9BFlSclxZjFgngv7GIiG9dVaAO1bzWx2Elv/CeeLoBeautyoftheWeekj.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/rttHA5TiJkv*iRc79c1Cp9a8rtV6x0UJyOdpzi1x0QKB1qXCOjRCjNC4TS3Js9BFlSclxZjFgngv7GIiG9dVaAO1bzWx2Elv/CeeLoBeautyoftheWeekj.jpg" width="487" /></a></p>  <p>   Head over to your local newsstand and pick up the issue!</p>  	2012-03-13 02:16:00.000	2012-03-13 02:13:00.000	2022-03-13 00:00:00.000	1		http://www.ceelogreen.com/news,view_345.htm
346	0	Watch CeeLo "Live From Daryl's House"			<p>   <a href="http://api.ning.com:80/files/Rx1N3hMk2jtjDBhYiZ3edmaLoPhfW4Cgbxh693CLzJfyB1fAc9iK72VcFJ1opO0oEqwSr*YhTEP94kJtqwl7itCkbyDVwmmZ/20120314014204.jpg" target="_self"><img class="align-full" src="http://api.ning.com:80/files/Rx1N3hMk2jtjDBhYiZ3edmaLoPhfW4Cgbxh693CLzJfyB1fAc9iK72VcFJ1opO0oEqwSr*YhTEP94kJtqwl7itCkbyDVwmmZ/20120314014204.jpg" style="width: 605px; height: 403px;" /></a></p>  <p>   CeeLo has teamed up with Daryl Hall for a soulful 52nd edition of his critically acclaimed live web series and national syndicated series &quot;Live from Daryl&#39;s House&quot; premiering Thursday, March 15th at 8 PM ET on <a href="http://www.lfdh.com">www.lfdh.com</a> and on syndicated TV March 24th.</p>  <p>   <br />   In a six-song set that includes Daryl Hall &amp; John Oates smashes &ldquo;One on One&rdquo; and &ldquo;I Can&rsquo;t Go for That (No Can Do),&rdquo; as well as CeeLo&rsquo;s Grammy-winning Gnarls Barkley hit, &ldquo;Crazy&rdquo; and his own Grammy-nominated Record and Song of the Year &ldquo;Forget You&rdquo; (The &ldquo;F*** You&rdquo; version will appear on the LFDH website only), the two prove a potent combination.<br />   <br />   &ldquo;It was very flattering to be asked, and to be in the presence of such a great guy, great talent and great voice. I feel like I&rsquo;m being recognized for what I&rsquo;ve accomplished. Daryl made me very comfortable, and that&rsquo;s when I can do my best. Having him beside me is all the incentive you could ever ask for&quot;, said CeeLo of his experience doing the show.<br />   <br />   The set also featured several originals from <em>The Lady Killer</em>, including &ldquo;Bright Lights Bigger City&rdquo; and &ldquo;Cry Baby.&rdquo; CeeLo compared singing with Daryl to his recent performance with Madonna at the Super Bowl, which was &ldquo;the biggest moment of my career.&rdquo;<br />   <br />   &ldquo;CeeLo and I performed together like we&rsquo;ve been doing this all our lives,&rdquo; says Daryl.</p>  <p>   Be sure to tune in!</p>  	2012-03-14 17:06:00.000	2012-03-14 17:14:00.000	2022-03-14 00:00:00.000	1	ceelo,daryls house,live from daryl's house,ceelo green,cee lo green	http://www.ceelogreen.com/news,view_346.htm
347	0	CeeLo Presents The "Top Ten List" On The Late Show With David Letterman			<p>   CeeLo stopped by CBS&#39; &quot;The Late Show with David Letterman&quot; yesterday and helped out by presenting the &quot;Top Ten List&quot; segment, titled &quot;Top Ten Signs You&rsquo;re a Terrible <span class="IL_AD" id="IL_AD4">Singer&quot;. <br />   </span></p>  <p>   <object height="315" width="560"><param name="movie" value="http://www.youtube.com/v/iw8HA-IRabg?version=3&amp;hl=en_US" /><param name="allowFullScreen" value="true" /><param name="allowscriptaccess" value="always" /><embed allowfullscreen="true" allowscriptaccess="always" height="315" src="http://www.youtube.com/v/iw8HA-IRabg?version=3&amp;hl=en_US" type="application/x-shockwave-flash" width="560"></embed></object></p>  	2012-03-14 22:24:00.000	2012-03-14 22:14:00.000	2022-03-14 00:00:00.000	1	ceelo,david letterman,cbs,the top 10 list,the late show with david letterman,cee lo green,the voice,music	http://www.ceelogreen.com/news,view_347.htm
348	0	CeeLo "Live from Daryl's House"			<p>   CeeLo joined Daryl Hall on his critically acclaimed web series, &quot;Live from Daryl&#39;s House&quot; and collaborated on tracks &quot;Crazy&quot;, &quot;F*ck You&quot;, &quot;Cry Baby&quot;, &quot;Bright Lights Bigger City&quot;, &quot;I Can&#39;t Go For That (No Can Do)&quot; and &quot;One On One&quot;. In case you missed CeeLo &quot;Live from Daryl&#39;s House&quot;, watch the show below:</p>  <p>   <img border="0" height="0" src="http://c.gigcount.com/wildfire/IMP/CXNID=2000002.0NXC/bT*xJmx*PTEzMzE5OTI4NjI3NzYmcHQ9MTMzMTk5Mjg2NTk5NyZwPTMxNzIzMiZkPWxmZGhwbGF5ZXImZz*yJm89OGRkODFmMGNl/NGM4NDNkNGIzOTBhZWFhNjc*MzkxNTgmb2Y9MA==.gif" style="visibility:hidden;width:0px;height:0px;" width="0" /><object bgcolor="#000000" classid="clsid:D27CDB6E-AE6D-11cf-96B8-444553540000" height="352" id="flowplayer" width="625"><param name="movie" value="http://www.livefromdarylshouse.com/flowplayer.commercial-3.1.1.swf" /><param name="flashvars" value="config={&quot;clip&quot;:{&quot;url&quot;:&quot;http://bubbleup.vo.llnwd.net/o2/livefromdarylshouse/episode52/LFDH52A1CGArrival.mov&quot;,&quot;autoPlay&quot;:false},&quot;plugins&quot;:{&quot;gigya&quot;:{&quot;url&quot;:&quot;http://www.livefromdarylshouse.com/flowplayer.gigya.swf&quot;,&quot;sharedWidth&quot;:&quot;676&quot;,&quot;sharedHeight&quot;:&quot;380&quot;,&quot;baseURL&quot;:&quot;http://www.livefromdarylshouse.com&quot;,&quot;cid&quot;:&quot;lfdhplayer&quot;}},&quot;key&quot;:&quot;#@da652d5885a389365a3&quot;}&amp;gig_lt=1331992862776&amp;gig_pt=1331992865997&amp;gig_g=2" /><embed bgcolor="#000000" flashvars="config={&quot;clip&quot;:{&quot;url&quot;:&quot;http://bubbleup.vo.llnwd.net/o2/livefromdarylshouse/episode52/LFDH52A1CGArrival.mov&quot;,&quot;autoPlay&quot;:false},&quot;plugins&quot;:{&quot;gigya&quot;:{&quot;url&quot;:&quot;http://www.livefromdarylshouse.com/flowplayer.gigya.swf&quot;,&quot;sharedWidth&quot;:&quot;676&quot;,&quot;sharedHeight&quot;:&quot;380&quot;,&quot;baseURL&quot;:&quot;http://www.livefromdarylshouse.com&quot;,&quot;cid&quot;:&quot;lfdhplayer&quot;}},&quot;key&quot;:&quot;#@da652d5885a389365a3&quot;}&amp;gig_lt=1331992862776&amp;gig_pt=1331992865997&amp;gig_g=2" height="352" src="http://www.livefromdarylshouse.com/flowplayer.commercial-3.1.1.swf" type="application/x-shockwave-flash" width="625"></embed></object></p>  	2012-03-17 14:00:00.000	2012-03-17 14:17:00.000	2022-03-17 00:00:00.000	1	ceelo,daryl hall,live from daryl's house,cee lo green,music,the lady killer	http://www.ceelogreen.com/news,view_348.htm
